SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus (-virus),Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_732782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metamorphoovirus metamorphoo,0.9949
ICTVTaxoChallenge_733400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chivirus iEPS5,1
ICTVTaxoChallenge_733510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kochikohdavirus EFLK1,0.9967
ICTVTaxoChallenge_733522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streptomyces virus Wollford,0.9926
ICTVTaxoChallenge_734053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudivirus QCM11,0.9989
ICTVTaxoChallenge_734076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus tiger,1
ICTVTaxoChallenge_734080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambovirus ranch,0.9816
ICTVTaxoChallenge_73420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pecentumvirus LMTA34,0.9808
ICTVTaxoChallenge_734577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muldoonvirus muldoon,0.9878
ICTVTaxoChallenge_734794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halcyonevirus halcyone,0.9934
ICTVTaxoChallenge_735051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostyavirus porky,0.99
ICTVTaxoChallenge_735715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus ecomim339,0.9894
ICTVTaxoChallenge_736196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmondvirus JA11,0.9893
ICTVTaxoChallenge_736197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9992
ICTVTaxoChallenge_736818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamesmcgillvirus jv119X,0.9958
ICTVTaxoChallenge_737427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murciavirus CPP1m,0.9867
ICTVTaxoChallenge_737458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus blexus,0.9757
ICTVTaxoChallenge_737469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus CHPC965,0.9883
ICTVTaxoChallenge_737502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus CB14,0.9999
ICTVTaxoChallenge_73751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlinvirus 285P,1
ICTVTaxoChallenge_738879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copernicusvirus IME195,1
ICTVTaxoChallenge_738893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparkyvirus sparky,0.9908
ICTVTaxoChallenge_739028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus CHPC129,0.9869
ICTVTaxoChallenge_739107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus NBEco001,0.9948
ICTVTaxoChallenge_739292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vequintavirus murica,0.9883
ICTVTaxoChallenge_740356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus chee24,0.9929
ICTVTaxoChallenge_740557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrisonvirus harrison,0.9797
ICTVTaxoChallenge_740692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phietavirus StauST3981,0.9935
ICTVTaxoChallenge_740797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubeivirus PfEFR4,1
ICTVTaxoChallenge_741659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus angelica,0.9925
ICTVTaxoChallenge_741763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enquatrovirus N4,0.993
ICTVTaxoChallenge_741817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pradovirus Xc10,1
ICTVTaxoChallenge_742106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daemvirus acibel007,0.983
ICTVTaxoChallenge_742475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camvirus alsaber,0.9793
ICTVTaxoChallenge_742501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coopervirus adawi,0.9946
ICTVTaxoChallenge_742527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglaswolinvirus B2,1
ICTVTaxoChallenge_74271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sasquatchvirus Y3,0.994
ICTVTaxoChallenge_742745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazuvirus scam7,0.9941
ICTVTaxoChallenge_742795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanrivervirus damhaus,0.9871
ICTVTaxoChallenge_742818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilzatvirus hamlet,0.9902
ICTVTaxoChallenge_743467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxdohrnvirus SS2019XI,0.995
ICTVTaxoChallenge_74351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vipivirus canadense,1
ICTVTaxoChallenge_743628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PHL179M00,0.9947
ICTVTaxoChallenge_744013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus S114,0.9939
ICTVTaxoChallenge_744531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liefievirus paito,0.9995
ICTVTaxoChallenge_744835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus BSP101,0.9905
ICTVTaxoChallenge_744905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shalavirus Shbh1,0.9937
ICTVTaxoChallenge_745272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vectrevirus K15,0.9735
ICTVTaxoChallenge_745339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokivirus IMEAB3,0.9983
ICTVTaxoChallenge_745711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korravirus greenhouse,0.9961
ICTVTaxoChallenge_745720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceduovirus bIBBE1,1
ICTVTaxoChallenge_745970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unicornvirus ximenita,0.9946
ICTVTaxoChallenge_746230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gervaisevirus GP4,0.9727
ICTVTaxoChallenge_746497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skysandvirus patio,0.9866
ICTVTaxoChallenge_746866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biseptimavirus bv23MRA,0.9929
ICTVTaxoChallenge_747456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quhwahvirus paschalis,0.9813
ICTVTaxoChallenge_747475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lessievirus bcepil02,0.9874
ICTVTaxoChallenge_74765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wphvirus hakuna,0.997
ICTVTaxoChallenge_747822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montyvirus flakey,1
ICTVTaxoChallenge_748101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus theia,1
ICTVTaxoChallenge_748679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubowvirus HSA84,0.9885
ICTVTaxoChallenge_432406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus SP01,0.9952
ICTVTaxoChallenge_432518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus NCA,1
ICTVTaxoChallenge_433435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernvirus leyra,0.9828
ICTVTaxoChallenge_433653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus S131,0.9916
ICTVTaxoChallenge_434345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taipeivirus menlow,0.9885
ICTVTaxoChallenge_434421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siovirus coreense,0.9925
ICTVTaxoChallenge_434427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samistivirus samisti12,0.9892
ICTVTaxoChallenge_434501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peduovirus STYP1,0.9877
ICTVTaxoChallenge_434556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brigitvirus brigit,0.9822
ICTVTaxoChallenge_434855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tegunavirus r1rt,0.9924
ICTVTaxoChallenge_434963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhakavirus JS10,0.9885
ICTVTaxoChallenge_435356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caeruleovirus JBP901,0.9943
ICTVTaxoChallenge_435386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spbetavirus SPbeta,0.9899
ICTVTaxoChallenge_435721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traversvirus WGPS9,0.9965
ICTVTaxoChallenge_435821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9899
ICTVTaxoChallenge_435955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eponavirus epona,0.9885
ICTVTaxoChallenge_436007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iapetusvirus EaH1,0.9952
ICTVTaxoChallenge_436023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felixounavirus AYO145A,0.9796
ICTVTaxoChallenge_436187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwanakrovirus SNUABM08,0.9741
ICTVTaxoChallenge_436545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myoalterovirus PT11V22,0.9905
ICTVTaxoChallenge_436601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phifelvirus FL2,0.9962
ICTVTaxoChallenge_436689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus NBEco002,0.9928
ICTVTaxoChallenge_437242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus effone,0.9889
ICTVTaxoChallenge_437995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimonavirus kimona,0.9802
ICTVTaxoChallenge_439565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aegirvirus SCBP42,0.9946
ICTVTaxoChallenge_439619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnsonvirus frozen,0.9866
ICTVTaxoChallenge_440014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus P101A,0.9908
ICTVTaxoChallenge_440325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilsonvirus gilson,0.9975
ICTVTaxoChallenge_440796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus KpV766,1
ICTVTaxoChallenge_441286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igirivirus STIP37,0.9795
ICTVTaxoChallenge_441487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coventryvirus SN8,0.9822
ICTVTaxoChallenge_441911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samistivirus mildred21,0.9956
ICTVTaxoChallenge_44260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phietavirus pv37,0.9896
ICTVTaxoChallenge_442909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalunyavirus C5a,0.9912
ICTVTaxoChallenge_442979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayfunavirus F,0.9917
ICTVTaxoChallenge_443523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamesmcgillvirus PaMx41,0.9931
ICTVTaxoChallenge_443562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv56003,0.9858
ICTVTaxoChallenge_443602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janusvirus hank144,0.9953
ICTVTaxoChallenge_443933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audreyjarvisvirus LW81,0.9969
ICTVTaxoChallenge_444470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruthyvirus dumpsterdude,0.9822
ICTVTaxoChallenge_44499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elpedvirus LpeD,0.9957
ICTVTaxoChallenge_445230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishburnevirus malithi,0.9814
ICTVTaxoChallenge_4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasminevirus adat,0.9974
ICTVTaxoChallenge_445600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanisvirus avazak,0.9816
ICTVTaxoChallenge_446289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acinetobacter virus 133,0.9869
ICTVTaxoChallenge_446617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus scorpia,1
ICTVTaxoChallenge_447530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakpunavirus JG004,0.9952
ICTVTaxoChallenge_447715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalassavirus brizo,0.9983
ICTVTaxoChallenge_44775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertelyvirus BL9,0.995
ICTVTaxoChallenge_447823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunmingvirus kv4D05,0.9733
ICTVTaxoChallenge_447983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deseoctovirus C1,0.9862
ICTVTaxoChallenge_448030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceduovirus CHPC1020,1
ICTVTaxoChallenge_448161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanjuvirus arno160,1
ICTVTaxoChallenge_448269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PAS50,0.9873
ICTVTaxoChallenge_44912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friunavirus PD6A3,0.9732
ICTVTaxoChallenge_449300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus FEC14,0.9912
ICTVTaxoChallenge_449680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copernicusvirus Efmus4,0.9854
ICTVTaxoChallenge_449829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceduovirus c2,1
ICTVTaxoChallenge_450070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus ecomg28,0.9888
ICTVTaxoChallenge_450613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakpunavirus PAKP1,0.9888
ICTVTaxoChallenge_451230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andromedavirus curly,0.9922
ICTVTaxoChallenge_451699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PHL025M00,0.9876
ICTVTaxoChallenge_452204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambdavirus lambda,0.9867
ICTVTaxoChallenge_452213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus shfml11,0.998
ICTVTaxoChallenge_45222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kroosvirus yorkonyx,0.988
ICTVTaxoChallenge_452278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenoshavirus rickmore,0.9919
ICTVTaxoChallenge_452401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nonagvirus nv9g,0.9814
ICTVTaxoChallenge_452427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skatevirus SeSz2,0.996
ICTVTaxoChallenge_452986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishburnevirus jebeks,0.9868
ICTVTaxoChallenge_453953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fowlmouthvirus fowlmouth,0.9867
ICTVTaxoChallenge_454371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus SJ2,0.9863
ICTVTaxoChallenge_454375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Septimatrevirus Ab26,0.9992
ICTVTaxoChallenge_45439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kochikohdavirus EF24C,0.9979
ICTVTaxoChallenge_454915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruunavirus flapper,0.9987
ICTVTaxoChallenge_454951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andromedavirus eoghan,0.9753
ICTVTaxoChallenge_455218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likavirus lika,0.9933
ICTVTaxoChallenge_455315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus U2,0.9917
ICTVTaxoChallenge_455597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuravirus ECB2,0.9973
ICTVTaxoChallenge_456395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronaldovirus fryberger,0.9945
ICTVTaxoChallenge_456671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triavirus tv42e,0.9934
ICTVTaxoChallenge_748763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesfedecavirus phi3,0.9934
ICTVTaxoChallenge_749120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pifdecavirus PhiS1,1
ICTVTaxoChallenge_74922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decurrovirus decurro,1
ICTVTaxoChallenge_749611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenoshavirus ohmyward,0.9947
ICTVTaxoChallenge_749634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montyvirus monty,1
ICTVTaxoChallenge_749658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus C5,1
ICTVTaxoChallenge_750317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jujuvirus azula,0.9848
ICTVTaxoChallenge_750948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagaffevirus lagaffe,0.9831
ICTVTaxoChallenge_751025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus YpsPG,1
ICTVTaxoChallenge_751060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nonagvirus JenK1,0.993
ICTVTaxoChallenge_751353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thonkovirus thonko,0.9928
ICTVTaxoChallenge_751607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chalconvirus acg2014i,0.9938
ICTVTaxoChallenge_751851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vividuovirus stultus,0.9932
ICTVTaxoChallenge_752553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus SB13,0.994
ICTVTaxoChallenge_752568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatterjeevirus N4,1
ICTVTaxoChallenge_752833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacevirus jace,0.997
ICTVTaxoChallenge_753647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homburgvirus LP110,0.9824
ICTVTaxoChallenge_753732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlauavirus tusconc8,0.993
ICTVTaxoChallenge_753785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bixzunavirus astraea,0.9937
ICTVTaxoChallenge_753847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlievirus Pipsqueaks,0.9879
ICTVTaxoChallenge_753974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obolenskvirus WCHABP12,0.9917
ICTVTaxoChallenge_754211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pecentumvirus LP048,0.9972
ICTVTaxoChallenge_754242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9944
ICTVTaxoChallenge_754310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macdonaldcampvirus ViIIE1,0.9946
ICTVTaxoChallenge_754342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonvirus merlin,0.9878
ICTVTaxoChallenge_754604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faithunavirus tourach,0.9985
ICTVTaxoChallenge_754660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus ev329,0.9972
ICTVTaxoChallenge_754898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus Kp1,0.9991
ICTVTaxoChallenge_75512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus VEc33,0.9904
ICTVTaxoChallenge_755540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marthavirus beans,0.9814
ICTVTaxoChallenge_756194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostyavirus CJW1,0.9882
ICTVTaxoChallenge_756308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus mezzogao,0.9992
ICTVTaxoChallenge_756394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus EP75,0.9942
ICTVTaxoChallenge_756501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunmingvirus kv2D05,0.984
ICTVTaxoChallenge_756927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metforvirus Drs3,1
ICTVTaxoChallenge_757648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9985
ICTVTaxoChallenge_757813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gervaisevirus gervaise,0.9913
ICTVTaxoChallenge_757824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarumanvirus bcepsauron,0.9937
ICTVTaxoChallenge_757892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veracruzvirus phantastic,0.9916
ICTVTaxoChallenge_758591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vedamuthuvirus vv62503,0.9943
ICTVTaxoChallenge_758819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayaqvirus S45C18,0.9954
ICTVTaxoChallenge_758954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mooglevirus mordin,0.9816
ICTVTaxoChallenge_759082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suwonvirus PP101,0.9935
ICTVTaxoChallenge_759116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minipunavirus MmP1,1
ICTVTaxoChallenge_759560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brizovirus rhodeisland01,0.9888
ICTVTaxoChallenge_75969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus AKFV33,0.9949
ICTVTaxoChallenge_759995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizardvirus smokingbunny,0.9934
ICTVTaxoChallenge_760430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efbeekayvirus Fbkp27,0.9926
ICTVTaxoChallenge_760486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wuhanvirus PHB02,1
ICTVTaxoChallenge_760962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karezivirus karezi,0.9915
ICTVTaxoChallenge_761004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus L5,0.9999
ICTVTaxoChallenge_761280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwickvirus tiwna,1
ICTVTaxoChallenge_761289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus marcell,0.9866
ICTVTaxoChallenge_761790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus nitzel,0.9757
ICTVTaxoChallenge_761837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phobosvirus PspYZU01,1
ICTVTaxoChallenge_762081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krischvirus georgiaone,0.9837
ICTVTaxoChallenge_762415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegunavirus suffolk,0.9972
ICTVTaxoChallenge_763730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stopalavirus S38C3,0.9866
ICTVTaxoChallenge_763732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phietavirus pv88,0.99
ICTVTaxoChallenge_764139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus rv66,1
ICTVTaxoChallenge_764264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelderlandvirus stp4a,0.986
ICTVTaxoChallenge_765023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haloferacalesvirus HRTV5,0.9991
ICTVTaxoChallenge_765111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drulisvirus KpV74,0.9819
ICTVTaxoChallenge_765116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xuanwuvirus xv520873,1
ICTVTaxoChallenge_765368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bixzunavirus tonenili,0.994
ICTVTaxoChallenge_765565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teetrevirus YeO312,1
ICTVTaxoChallenge_765872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlinvirus berlin,1
ICTVTaxoChallenge_765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordetella virus FP1,0.9994
ICTVTaxoChallenge_766436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlievirus phrann,0.9897
ICTVTaxoChallenge_76649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akonivirus phedro,0.9845
ICTVTaxoChallenge_767491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus Bron,0.997
ICTVTaxoChallenge_767508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marthavirus barretlemon,0.9907
ICTVTaxoChallenge_767542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus RB3,0.989
ICTVTaxoChallenge_767650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junavirus PL1,0.9737
ICTVTaxoChallenge_767766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kablunavirus nosilaM,0.9953
ICTVTaxoChallenge_767814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myrnavirus myrna,0.9963
ICTVTaxoChallenge_767822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbidovirus malec,1
ICTVTaxoChallenge_768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbidovirus heffalump,1
ICTVTaxoChallenge_768522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlievirus Tapioca,0.988
ICTVTaxoChallenge_768617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vendettavirus vendetta,0.977
ICTVTaxoChallenge_663069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kroosvirus ribeye,0.9921
ICTVTaxoChallenge_663366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus naca,0.9933
ICTVTaxoChallenge_663550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus SAP2,1
ICTVTaxoChallenge_663828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drulisvirus SFN6B,0.9851
ICTVTaxoChallenge_663928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slashvirus stills,0.9998
ICTVTaxoChallenge_663981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lillamyvirus hemulen,0.974
