Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
1007704,6249,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus alceae,E,hollyhock leaf curl virus,HoLCV,Pakistan/Faisalabad/20/4/06,DNA-A: FR772082,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007705,6250,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus alceamuvisi,E,hollyhock yellow vein mosaic virus,HoYVMV,IN-Luc-11,DNA-A: JQ911766,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007706,6251,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus alceavenae,E,hollyhock yellow vein virus,HoYVV,IN-ND-VIRO 881-16,DNA-A: MG373552,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007598,6252,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus allamandae,E,Allamanda leaf curl virus,AllLCV/A,China/Guandong 10/2006,DNA-A: EF602306,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007600,6253,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus alternantherae,E,Alternanthera yellow vein virus,AlYVV,China/Guangxi/G38/2005,DNA-A: AJ965540,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012479,6253,2,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus alternantherae,A,Alternanthera yellow vein virus,AlYVV/A,China/Fujian 22/2006/A,DNA-A: EF544604,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012480,6253,3,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus alternantherae,A,Alternanthera yellow vein virus,AlYVV/B,China/Fujian/PT1/2006/B,DNA-A: EF544602,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007601,6254,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus andrographis,E,Andrographis yellow vein leaf curl virus,AnYVLCV,India-A64-2012,DNA-A: KM359406,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007602,6255,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus asystasiae,E,Asystasia mosaic Madagascar virus,AsMMV,Madagascar-MG493-2011,DNA-A: KP663485; DNA-B: KP663484,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1008020,6256,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus asystasiaprimi,E,West African Asystasia virus 1,WAAV1,West Africa/Asystasia1/2011,DNA-A: JF694484; DNA-B: JF694485,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1008021,6257,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus asystasiasecundi,E,West African Asystasia virus 2,WAAV2,West Africa/Asystasia2/2011,DNA-A: JF694486,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1008022,6258,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus asystasiatertii,E,West African Asystasia virus 3,WAAV3,BJ-58-14,DNA-A: KT444609; DNA-B: KT444610,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007589,6259,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bauri,E,Abutilon mosaic virus,AbMV,Germany,DNA-A: X15983; DNA-B: X15984,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1008023,6260,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bemisiaprimi,E,whitefly-asssociated begomovirus 1,WfaBV1,Guatemala-GtSq11-2012,DNA-A: KT099124,Complete genome,ssDNA(+/-),"invertebrates, plants",NCBI Nucleotide
1008026,6261,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bemisiaquarti,E,whitefly-asssociated begomovirus 4,WfaBV4,Guatemala-GtSq8-2012,DNA-A: KT099128,Complete genome,ssDNA(+/-),"invertebrates, plants",NCBI Nucleotide
1008024,6262,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bemisiasecundi,E,whitefly-asssociated begomovirus 2,WfaBV2,Guatemala-GtSq5-2012,DNA-A: KT099125,Complete genome,ssDNA(+/-),"invertebrates, plants",NCBI Nucleotide
1008028,6263,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bemisiaseptimi,E,whitefly-asssociated begomovirus 7,WfaBV7,Spain-Sp5_4-2011,DNA-A: KT099156,Complete genome,ssDNA(+/-),"invertebrates, plants",NCBI Nucleotide
1008027,6264,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bemisiasexti,E,whitefly-asssociated begomovirus 6,WfaBV6,Puerto Rico-PR10-2010,DNA-A: KT099139,Complete genome,ssDNA(+/-),"invertebrates, plants",NCBI Nucleotide
1008025,6265,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus bemisiatertii,E,whitefly-asssociated begomovirus 3,WfaBV3,Guatemala-GtSq10-2012,DNA-A: KT099127,Complete genome,ssDNA(+/-),"invertebrates, plants",NCBI Nucleotide
1007608,6266,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus birdi,E,bean golden yellow mosaic virus,BGYMV,Dominican Republic/1987,DNA-A: L01635; DNA-B: L01636,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007618,6267,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus blainvilleae,E,Blainvillea yellow spot virus,BlYSV,Brazil/Coi25/2007,DNA-A: EU710756; DNA-B: EU710757,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007619,6268,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus blechi,E,Blechum interveinal chlorosis virus,BleICV,Mexico/Campeche/2011,DNA-A: JX827487; DNA-B: JX827488,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007620,6269,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus blechumflavi,E,Blechum yellow vein virus,BleYVV,TW-W1-12,DNA-A: KF446659,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007621,6270,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus boerhaviae,E,Boerhavia yellow spot virus,BoYSV,Mexico/Yucatan/2005,DNA-A: EF121755,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007623,6271,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus brassicae,E,cabbage leaf curl virus,CabLCV,United States/Florida/1996,DNA-A: U65529; DNA-B: U65530,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007622,6272,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus brassicajamaicaense,E,cabbage leaf curl Jamaica virus,CabLCJV,Jamaica/CUc3/2005,DNA-A: DQ178608; DNA-B: DQ178609,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007624,6273,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caprariae,E,Capraria yellow spot virus,CarYSV,Mexico/Yucatan/Conkal/2007,DNA-A: KC426927; DNA-B: KC426928,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007630,6274,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsiahmedbadense,E,chilli leaf curl Ahmedabad virus,ChiLCAV,IN-Ahm-14,DNA-A: KM880103,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007631,6275,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsibhavanisagarense,E,chilli leaf curl Bhavanisagar virus,ChiLCBV,IN-Bha-10,DNA-A: HM992939,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007788,6276,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsici,E,pepper leaf curl virus,PepLCV/TH,Thailand/Thailand,DNA-A: AF134484,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012578,6276,2,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsici,A,pepper leaf curl virus,PepLCV/MY,Malaysia/Klang/1997/Malaysia,DNA-A: AF414287,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007791,6277,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumacehense,E,pepper yellow leaf curl Aceh virus,PepYLCAV,ID-BAPep-V2-17,DNA-A: LC387327; DNA-B: LC387329,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007783,6278,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumannui,E,pepper blistering leaf virus,PepBLV,AR-Salta-Oran-Pepper663-2014,DNA-A: MN518737; DNA-B: MN518739,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007786,6279,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumbangladeschense,E,pepper leaf curl Bangladesh virus,PepLCBV/BD,Bangladesh/Bogra/1999/Bangladesh,DNA-A: AF314531,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012575,6279,2,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumbangladeschense,A,pepper leaf curl Bangladesh virus,PepLCBV,Pakistan/Lahore/2004,DNA-A: AM404179,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012576,6279,3,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumbangladeschense,A,pepper leaf curl Bangladesh virus,PepLCBV/IN,India/Coimbatore/2008/India,DNA-A: HM007096,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012577,6279,4,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumbangladeschense,A,pepper leaf curl Bangladesh virus,PepLCBV/PK,Pakistan/Khanewal/2004/Pakistan,DNA-A: DQ116881,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007795,6280,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumchinaense,E,pepper yellow leaf curl virus,PepYLCV,China/YN65/1/2010,DNA-A: KC149938,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007790,6281,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumcontorsioris,E,pepper leafroll virus,PepLRV,PE-P107-pep-09,DNA-A: KC769819; DNA-B: KC769820,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007785,6282,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumhuastecoense,E,pepper huasteco yellow vein virus,PHYVV,Mexico/Tamaulipas,DNA-A: X70418; DNA-B: X70419,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007792,6283,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumindonesiaense,E,pepper yellow leaf curl Indonesia virus,PepYLCIV,Indonesia/2005,DNA-A: AB267834; DNA-B: AB267835,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007793,6284,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumindonesiaenseduo,E,pepper yellow leaf curl Indonesia virus 2,PepYLCV2,ID-PSSWS14-09,DNA-A: KT809345,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007787,6285,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumlahorense,E,pepper leaf curl Lahore virus,PepLCLaV,India/Lucknow/2011,DNA-A: JN135234,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007796,6286,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicummaliense,E,pepper yellow vein Mali virus,PepYVMLV,Mali,DNA-A: AY502935,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007784,6287,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicummusivi,E,pepper golden mosaic virus,PepGMV/Tam,Mexico/Tamaulipas/Tamaulipas,DNA-A: U57457; DNA-B: AF499442,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012573,6287,2,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicummusivi,A,pepper golden mosaic virus,PepGMV/CR,Costa Rica/Costa Rica,DNA-A: AF149227,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012574,6287,3,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicummusivi,A,pepper golden mosaic virus,PepGMV,Costa Rica/Llano Grande/2008,DNA-A: JQ743486,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007794,6288,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumthailandense,E,pepper yellow leaf curl Thailand virus,PepYLCTHV,Thailand-WF_SPN_Pep-2015,DNA-A: KX943290; DNA-B: KX943291,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007789,6289,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsicumyunnanense,E,pepper leaf curl Yunnan virus,PepLCYnV,China/Yunnan323/2007,DNA-A: EU585781,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007632,6290,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsigondaense,E,chilli leaf curl Gonda virus,ChiLCGV,IN-Gon-13,DNA-A: KJ957157,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007634,6291,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsikanpurense,E,chilli leaf curl Kanpur virus,ChiLCKaV,India/Kampur/2008,DNA-A: HM007106,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007633,6292,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsindiaense,E,chilli leaf curl India virus,ChiLCINV,India/2008,DNA-A: FM877858,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007635,6293,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsisrilankaense,E,chilli leaf curl Sri Lanka virus,ChiLCSLV,LK-CL14-09,DNA-A: JN555601,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007636,6294,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus capsivellanadense,E,chilli leaf curl Vellanad virus,ChiLCVV,India/Vellanad/2008,DNA-A: HM007121,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007770,6295,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricachinaense,E,papaya leaf curl China virus,PaLCuCNV/To,China/Guangxi 8/Ageratum/2002/Tomato,DNA-A: AJ558124,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012553,6295,2,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricachinaense,A,papaya leaf curl China virus,PaLCuCNV/Age,China/Guangxi 10/Ageratum/2002/Ageratum,DNA-A: AJ558125,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012554,6295,3,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricachinaense,A,papaya leaf curl China virus,PaLCuCNV,China/Hainan/HK7/2008,DNA-A: FN256261,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012555,6295,4,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricachinaense,A,papaya leaf curl China virus,PaLCuCNV/Gx,China/Guangxi 4/Tomato/2008/Guangxi,DNA-A: FN297834,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012556,6295,5,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricachinaense,A,papaya leaf curl China virus,PaLCuCNV/Pap,China/Guangxi 30/Tomato/2002/Papaya,DNA-A: AJ558117,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012557,6295,6,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricachinaense,A,papaya leaf curl China virus,PaLCuCNV/VN,Vietnam/Hanoi 112/2007/Vietnam,DNA-A: GQ373254,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007772,6296,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,E,papaya leaf curl virus,PaLCuV/Luc,India/Lucknow/Lucknow,DNA-A: Y15934,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012558,6296,2,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/A,India/WB/Cr/Croton/2008/A,DNA-A: JN817517,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012559,6296,3,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Ama,India/Lucknow/Amaranthus/2011/Amaranthus,DNA-A: JN135233,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012560,6296,4,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Ast,India/Lucknow/Aster/2011/Aster,DNA-A: JQ954859,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012561,6296,5,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Cir,India/PaND13/2012/Cirica,DNA-A: KF307208,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012562,6296,6,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/IN,India/Pataudi/Radish/2009/India,DNA-A: FJ593629,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012563,6296,7,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Lah,Pakistan/Lahore/HYDNA/Alcea rosea/2006/Lahore,DNA-A: FN678906,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012564,6296,8,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/PK,Pakistan/Cotton/2002/Pakistan,DNA-A: AJ436992,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012565,6296,9,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Pun,Pakistan/Punjab/Cro/2006/Punjab,DNA-A: FN543112,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012566,6296,10,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Rh,Pakistan/Mianwali/Rhynchosia capitata/2007/Rhyncosia,DNA-A: FM955601,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012567,6296,11,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Sik,India/Sikar/Calotropis procera/2010/Sikar,DNA-A: JQ407224,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012568,6296,12,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Soy,India/Lucknow/Soybean/2011/Soybean,DNA-A: JN807765,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012569,6296,13,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Tob,India/Lucknow/Nicotiana glutinosa/2010/Tobacco,DNA-A: HM143914,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1012570,6296,14,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricae,A,papaya leaf curl virus,PaLCuV/Tom,India/CTM/Tomato/2005/Tomato,DNA-A: DQ629102,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007775,6297,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricaflavi,E,papaya yellow leaf curl virus,PaYLCV,IN-PSB_51-16,DNA-A: MH807204,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007771,6298,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricaguandongense,E,papaya leaf curl Guandong virus,PaLCuGdV,China/Guangdong 2/2002,DNA-A: AJ558122,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007773,6299,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricaprimi,E,papaya severe leaf curl virus 1,PaSLCV1,IN-PSB_8-14,DNA-A: MH988457,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007774,6300,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus caricasecundi,E,papaya severe leaf curl virus 2,PaSLCV2,IN-PSB_14-14,DNA-A: MH988458,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007626,6301,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus catharanthi,E,Catharanthus yellow mosaic virus,CaYMV,Pakistan/Islamabad/DR151,DNA-A: LK028570,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
1007599,6302,1,Monodnaviria,,Shotokuvirae,,Cressdnaviricota,,Repensiviricetes,,Geplafuvirales,,Geminiviridae,,Begomovirus,,Begomovirus catharticae,E,Allamanda leaf mottle distortion virus,AllLMoDV,India-Al_K1-2012,DNA-A: KC202818; DNA-B: MG969497,Complete genome,ssDNA(+/-),plants,NCBI Nucleotide
