Query_ID,Query,Reference_ID,Reference,Ref_Genus,Ref_Species,Distance,Assignment,Ref_Family,Class
Query_35,ICTVTaxoChallenge_421231,1841996417,1841996417,Ampunavirus,Ampunavirus BpAMP1,0.0044,Same Species,Autographiviridae,Caudoviricetes
Query_36,ICTVTaxoChallenge_421269,326782972,326782972,Eurybiavirus,Eurybiavirus PHM2,0.0054,Same Species,Unclassified,Caudoviricetes
Query_37,ICTVTaxoChallenge_42136,2046358515,2046358515,Ceduovirus,Ceduovirus CHPC122,0,Same Species,Unclassified,Caudoviricetes
Query_38,ICTVTaxoChallenge_421481,2027881590,2027881590,Tinalinvirus,Tinalinvirus tinalin,0.0096,Same Species,Unclassified,Caudoviricetes
Query_40,ICTVTaxoChallenge_421614,2047454763,2047454763,Vividuovirus,Vividuovirus paries,0.0006,Same Species,Unclassified,Caudoviricetes
Query_42,ICTVTaxoChallenge_421987,472437218,472437218,Limdunavirus,Limdunavirus LN04,0,Same Species,Unclassified,Caudoviricetes
Query_43,ICTVTaxoChallenge_422319,1864368713,1864368713,Skunavirus,Skunavirus sv936,0.0001,Same Species,Unclassified,Caudoviricetes
Query_44,ICTVTaxoChallenge_422473,609216850,609216850,Kuttervirus,Kuttervirus maynard,0.0085,Same Species,Ackermannviridae,Caudoviricetes
Query_45,ICTVTaxoChallenge_422595,1070619517,1070619517,Kelleziovirus,Kelleziovirus kitkat,0.004,Same Species,Unclassified,Caudoviricetes
Query_46,ICTVTaxoChallenge_423101,849255556,849255556,Litunavirus,Pseudomonas phage YH6,0.0101,Same Species,Schitoviridae,Caudoviricetes
Query_47,ICTVTaxoChallenge_423334,682123185,682123185,Gamaleyavirus,Gamaleyavirus APEC5,0.0064,Same Species,Schitoviridae,Caudoviricetes
Query_48,ICTVTaxoChallenge_423381,971740648,971740648,Fernvirus,Fernvirus Hb10c2,0.0205,Same Species,Unclassified,Caudoviricetes
Query_49,ICTVTaxoChallenge_423506,2046358977,2046358977,Coventryvirus,Coventryvirus SP441,0.0225,Same Species,Unclassified,Caudoviricetes
Query_50,ICTVTaxoChallenge_424030,1842002261,1842002261,Nouzillyvirus,Nouzillyvirus ESCO41,0.0198,Same Species,Drexlerviridae,Caudoviricetes
Query_51,ICTVTaxoChallenge_42438,1842034962,1842034962,Berlinvirus,Berlinvirus A7,0.0067,Same Species,Autographiviridae,Caudoviricetes
Query_52,ICTVTaxoChallenge_424484,157265412,157265412,Oshimavirus,Oshimavirus P7426,0.0047,Same Species,Unclassified,Caudoviricetes
Query_53,ICTVTaxoChallenge_424681,1859652436,1859652436,Chivirus,Chivirus siskin,0,Same Species,Casjensviridae,Caudoviricetes
Query_55,ICTVTaxoChallenge_425266,423262092,423262092,Tulanevirus,Tulanevirus aes508,0.0194,Same Species,Straboviridae,Caudoviricetes
Query_56,ICTVTaxoChallenge_425655,1842034010,1842034010,Qadamvirus,Qadamvirus SB28,0.0199,Same Species,Autographiviridae,Caudoviricetes
Query_57,ICTVTaxoChallenge_425887,849255303,849255303,Dhillonvirus,Dhillonvirus YD2008s,0.0081,Same Species,Unclassified,Caudoviricetes
Query_59,ICTVTaxoChallenge_426170,1859648981,1859648981,Carmenvirus,Carmenvirus carmen17,0.0278,Same Species,Unclassified,Caudoviricetes
Query_60,ICTVTaxoChallenge_426373,1859677102,1859677102,Pbunavirus,Pbunavirus PA01,0.0044,Same Species,Unclassified,Caudoviricetes
Query_61,ICTVTaxoChallenge_426575,1666221791,1666221791,Gladiatorvirus,Gladiatorvirus hammer,0.0181,Same Species,Unclassified,Caudoviricetes
Query_62,ICTVTaxoChallenge_426594,9629653,9629653,Skunavirus,Skunavirus sk1,0.0001,Same Species,Unclassified,Caudoviricetes
Query_63,ICTVTaxoChallenge_426622,1859656553,1859656553,Ravarandavirus,Ravarandavirus kac68v161,0.004,Same Species,Unclassified,Caudoviricetes
Query_65,ICTVTaxoChallenge_426930,1882288640,1882288640,Claudivirus,Claudivirus Goe4,0,Same Species,Salasmaviridae,Caudoviricetes
Query_66,ICTVTaxoChallenge_426944,971746195,971746195,Tegunavirus,Tegunavirus yenmtg1,0.0075,Same Species,Straboviridae,Caudoviricetes
Query_67,ICTVTaxoChallenge_427168,593775497,593775497,Acadianvirus,Acadianvirus acadian,0.0014,Same Species,Unclassified,Caudoviricetes
Query_68,ICTVTaxoChallenge_427379,1938361560,1938361560,Cheoctovirus,Cheoctovirus dilltech15,0.0233,Same Species,Unclassified,Caudoviricetes
Query_70,ICTVTaxoChallenge_427670,1631935665,1631935665,Efquatrovirus,Efquatrovirus SHEF5,0.0263,Same Species,Unclassified,Caudoviricetes
Query_71,ICTVTaxoChallenge_428113,1864373423,1864373423,Skunavirus,Skunavirus sv96403,0,Same Species,Unclassified,Caudoviricetes
Query_73,ICTVTaxoChallenge_428318,1070100724,1070100724,Vilniusvirus,Vilniusvirus NBD2,0.0013,Same Species,Drexlerviridae,Caudoviricetes
Query_74,ICTVTaxoChallenge_42836,308814351,308814351,Gaprivervirus,Gaprivervirus sp18,0.0144,Same Species,Straboviridae,Caudoviricetes
Query_75,ICTVTaxoChallenge_42851,1938365142,1938365142,Cheoctovirus,Cheoctovirus mattes,0.0163,Same Species,Unclassified,Caudoviricetes
Query_76,ICTVTaxoChallenge_429024,1859649127,1859649127,Kaypoctavirus,Kaypoctavirus KP8,0.0034,Same Species,Schitoviridae,Caudoviricetes
Query_78,ICTVTaxoChallenge_429519,897635950,897635950,Mosigvirus,Mosigvirus JS09,0.0145,Same Species,Straboviridae,Caudoviricetes
Query_79,ICTVTaxoChallenge_429929,1938365449,1938365449,Cheoctovirus,Cheoctovirus miniondave,0.0251,Same Species,Unclassified,Caudoviricetes
Query_80,ICTVTaxoChallenge_4303,1473283103,1473283103,Carjivirus,Carjivirus communis,0.0066,Same Species,Intestiviridae,Caudoviricetes
Query_81,ICTVTaxoChallenge_430334,1631948573,1631948573,Lokivirus,Lokivirus loki,0.0048,Same Species,Unclassified,Caudoviricetes
Query_82,ICTVTaxoChallenge_43092,1859657601,1859657601,Dibbivirus,Dibbivirus AAM37,0.0107,Same Species,Unclassified,Caudoviricetes
Query_83,ICTVTaxoChallenge_430995,2046348250,2046348250,Tequatrovirus,Tequatrovirus ime537,0.0041,Same Species,Straboviridae,Caudoviricetes
Query_84,ICTVTaxoChallenge_431060,849252930,849252930,Caeruleovirus,Caeruleovirus BCP82,0.0033,Same Species,Herelleviridae,Caudoviricetes
Query_85,ICTVTaxoChallenge_431081,1631945968,1631945968,Eneladusvirus,Eneladusvirus Yen904,0.0018,Same Species,Unclassified,Caudoviricetes
Query_86,ICTVTaxoChallenge_431179,1859668832,1859668832,Tequintavirus,Tequintavirus NBSal003,0.0072,Same Species,Demerecviridae,Caudoviricetes
Query_88,ICTVTaxoChallenge_431399,939482426,939482426,Traversvirus,Traversvirus II,0.0137,Same Species,Unclassified,Caudoviricetes
Query_89,ICTVTaxoChallenge_431596,1859649749,1859649749,Flowerpowervirus,Flowerpowervirus flowerpower,0.0143,Same Species,Unclassified,Caudoviricetes
Query_90,ICTVTaxoChallenge_431612,1877811176,1877811176,Hanrivervirus,Hanrivervirus henu8,0.0125,Same Species,Drexlerviridae,Caudoviricetes
Query_91,ICTVTaxoChallenge_431712,2028935137,2028935137,Charlievirus,Charlievirus Fulbright,0.0131,Same Species,Unclassified,Caudoviricetes
Query_92,ICTVTaxoChallenge_432108,849253362,849253362,Unaquatrovirus,Unaquatrovirus Ln9,0,Same Species,Unclassified,Caudoviricetes
Query_93,ICTVTaxoChallenge_432125,460042324,460042324,Stopavirus,Stopavirus HTVC011P,0.0002,Same Species,Autographiviridae,Caudoviricetes
Query_94,ICTVTaxoChallenge_432304,2047433580,2047433580,Carettavirus,Carettavirus e142,0.002,Same Species,Straboviridae,Caudoviricetes
Query_95,ICTVTaxoChallenge_432371,384366722,384366722,Skunavirus,Skunavirus ASCC532,0.0129,Same Species,Unclassified,Caudoviricetes
Query_1,ICTVTaxoChallenge_768788,2031774692,2031774692,Sentinelvirus,Sentinelvirus spernnie,0.0028,Same Species,Unclassified,Caudoviricetes
Query_2,ICTVTaxoChallenge_7688,134288688,134288688,Duodecimduovirus,Duodecimduovirus phiE122,0.0015,Same Species,Peduoviridae,Caudoviricetes
Query_4,ICTVTaxoChallenge_769638,1938360528,1938360528,Cheoctovirus,Cheoctovirus bodeinwohner17,0.0197,Same Species,Unclassified,Caudoviricetes
Query_5,ICTVTaxoChallenge_769810,1938368896,1938368896,Cheoctovirus,Cheoctovirus wachhund,0.0181,Same Species,Unclassified,Caudoviricetes
Query_6,ICTVTaxoChallenge_769838,1666224359,1666224359,Sanovirus,Xylella virus Sano,0,Same Species,Casjensviridae,Caudoviricetes
Query_8,ICTVTaxoChallenge_770746,1631913794,1631913794,Fromanvirus,Fromanvirus nepal,0.0022,Same Species,Unclassified,Caudoviricetes
Query_9,ICTVTaxoChallenge_770775,1864371572,1864371572,Agtrevirus,Agtrevirus EM4,0.0068,Same Species,Ackermannviridae,Caudoviricetes
Query_12,ICTVTaxoChallenge_771739,1842004432,1842004432,Teetrevirus,Teetrevirus 2050H2,0,Same Species,Autographiviridae,Caudoviricetes
Query_14,ICTVTaxoChallenge_772127,1938364624,1938364624,Cheoctovirus,Cheoctovirus kristaram,0.0192,Same Species,Unclassified,Caudoviricetes
Query_15,ICTVTaxoChallenge_77243,2037173050,2037173050,Veracruzvirus,Veracruzvirus veracruz,0,Same Species,Unclassified,Caudoviricetes
Query_17,ICTVTaxoChallenge_772954,1842020083,1842020083,Daredevilvirus,Daredevilvirus daredevil,0.0026,Same Species,Unclassified,Caudoviricetes
Query_19,ICTVTaxoChallenge_773289,1938307675,1938307675,Anayavirus,Anayavirus alishaPH,0.0077,Same Species,Unclassified,Caudoviricetes
Query_20,ICTVTaxoChallenge_773368,543170177,543170177,Vequintavirus,Vequintavirus JES2013,0.0122,Same Species,Unclassified,Caudoviricetes
Query_22,ICTVTaxoChallenge_773818,1841996906,1841996906,Ghunavirus,Ghunavirus Psa17,0,Same Species,Autographiviridae,Caudoviricetes
Query_23,ICTVTaxoChallenge_774176,1864370346,1864370346,Skunavirus,Skunavirus sv10W18,0.0118,Same Species,Unclassified,Caudoviricetes
Query_25,ICTVTaxoChallenge_774313,1631922810,1631922810,Jilinvirus,Jilinvirus ECOO78,0.0077,Same Species,Unclassified,Caudoviricetes
Query_26,ICTVTaxoChallenge_774439,1631919437,1631919437,Kagunavirus,Kagunavirus K1ind2,0.0195,Same Species,Unclassified,Caudoviricetes
Query_27,ICTVTaxoChallenge_774608,1631924647,1631924647,Korravirus,Korravirus drrobert,0.0083,Same Species,Unclassified,Caudoviricetes
Query_29,ICTVTaxoChallenge_77521,1842015327,1842015327,Heilongjiangvirus,Heilongjiangvirus Lb,0.0087,Same Species,Unclassified,Caudoviricetes
Query_30,ICTVTaxoChallenge_775424,460042012,460042012,Andromedavirus,Andromedavirus andromeda,0.0254,Same Species,Unclassified,Caudoviricetes
Query_31,ICTVTaxoChallenge_775808,2047457781,2047457781,Buchavirus,Buchavirus splanchnicus,0.0112,Same Species,Suoliviridae,Caudoviricetes
Query_32,ICTVTaxoChallenge_775875,1864380890,1864380890,Klausavirus,Klausavirus dryang,0.0099,Same Species,Unclassified,Caudoviricetes
Query_33,ICTVTaxoChallenge_775893,1859655054,1859655054,Tequintavirus,Tequintavirus HdH2,0.0095,Same Species,Demerecviridae,Caudoviricetes
Query_34,ICTVTaxoChallenge_776311,593775152,593775152,Brujitavirus,Brujitavirus babsiella,0.0222,Same Species,Unclassified,Caudoviricetes
Query_35,ICTVTaxoChallenge_776645,2046358438,2046358438,Ceduovirus,Ceduovirus blBB94p4,0,Same Species,Unclassified,Caudoviricetes
Query_36,ICTVTaxoChallenge_776799,849255497,849255497,Pahexavirus,Pahexavirus PHL152M00,0.0064,Same Species,Unclassified,Caudoviricetes
Query_37,ICTVTaxoChallenge_776958,1631932240,1631932240,Klausavirus,Klausavirus colucci,0.0112,Same Species,Unclassified,Caudoviricetes
Query_38,ICTVTaxoChallenge_776975,1841990187,1841990187,Votkovvirus,Votkovvirus S28C10,0.0271,Same Species,Autographiviridae,Caudoviricetes
Query_39,ICTVTaxoChallenge_778421,2007146475,2007146475,Faithunavirus,Faithunavirus CELFI,0.0057,Same Species,Vilmaviridae,Caudoviricetes
Query_40,ICTVTaxoChallenge_778485,2047458932,2047458932,Claudivirus,Claudivirus baseballfield,0.0104,Same Species,Salasmaviridae,Caudoviricetes
Query_41,ICTVTaxoChallenge_778724,1887063115,1887063115,Pbunavirus,Pbunavirus USP1,0.0179,Same Species,Unclassified,Caudoviricetes
Query_42,ICTVTaxoChallenge_778903,1842020294,1842020294,Kayfunavirus,Kayfunavirus Vec13,0,Same Species,Autographiviridae,Caudoviricetes
Query_44,ICTVTaxoChallenge_779175,2033717357,2033717357,Myrnavirus,Myranavirus phabba,0.0063,Same Species,Unclassified,Caudoviricetes
Query_45,ICTVTaxoChallenge_779216,66394870,66394870,Dubowvirus,Dubowvirus dv85,0.027,Same Species,Unclassified,Caudoviricetes
Query_46,ICTVTaxoChallenge_779817,2036265713,2036265713,Microwolfvirus,Microwolfvirus purplehaze,0.0087,Same Species,Unclassified,Caudoviricetes
Query_47,ICTVTaxoChallenge_7799,1864373053,1864373053,Skunavirus,Skunavirus sv62601,0.0001,Same Species,Unclassified,Caudoviricetes
Query_49,ICTVTaxoChallenge_780551,2047433290,2047433290,Brujitavirus,Brujitavirus HC,0.0253,Same Species,Unclassified,Caudoviricetes
Query_50,ICTVTaxoChallenge_780597,1842008566,1842008566,Uliginvirus,Uliginvirus uligo,0.0134,Same Species,Autographiviridae,Caudoviricetes
Query_51,ICTVTaxoChallenge_780813,1842008016,1842008016,Hongcheonvirus,Hongcheonvirus DUPPV,0.0066,Same Species,Demerecviridae,Caudoviricetes
Query_52,ICTVTaxoChallenge_781166,2231639234,2231639234,Drivevirus,Drivevirus gastrointestinalis,0.0026,Same Species,Intestiviridae,Caudoviricetes
Query_53,ICTVTaxoChallenge_781216,1880899993,1880899993,Ilzatvirus,Ilzatvirus teagan,0.0215,Same Species,Unclassified,Caudoviricetes
Query_54,ICTVTaxoChallenge_781487,1864381403,1864381403,Lazarusvirus,Lazarusvirus apostate,0.0105,Same Species,Straboviridae,Caudoviricetes
Query_55,ICTVTaxoChallenge_781702,358356445,358356445,Gilesvirus,Gilesvirus giles,0.0148,Same Species,Unclassified,Caudoviricetes
Query_56,ICTVTaxoChallenge_781721,1879565955,1879565955,Slepowronvirus,Slepowronvirus LPHM00113468,0,Same Species,Unclassified,Caudoviricetes
Query_57,ICTVTaxoChallenge_781809,593779787,593779787,Pepyhexavirus,Pepyhexavirus pepy6,0.0089,Same Species,Unclassified,Caudoviricetes
Query_58,ICTVTaxoChallenge_781875,1842033537,1842033537,Maculvirus,Maculvirus OWB,0,Same Species,Autographiviridae,Caudoviricetes
Query_60,ICTVTaxoChallenge_782182,294661411,294661411,Drulisvirus,Drulisvirus KP34,0.0113,Same Species,Autographiviridae,Caudoviricetes
Query_61,ICTVTaxoChallenge_782243,66394670,66394670,Phietavirus,Phietavirus X2,0.0108,Same Species,Unclassified,Caudoviricetes
Query_62,ICTVTaxoChallenge_782497,939536926,939536926,Citrovirus,Citrovirus coptotermitis,0.0104,Same Species,Zobellviridae,Caudoviricetes
Query_63,ICTVTaxoChallenge_782520,1102619273,1102619273,Dhakavirus,Dhakavirus wg01,0.0095,Same Species,Straboviridae,Caudoviricetes
Query_64,ICTVTaxoChallenge_782561,2047457237,2047457237,Kahucivirus,Kahucivirus intestinalis,0.0033,Same Species,Crevaviridae,Caudoviricetes
Query_66,ICTVTaxoChallenge_783070,589893225,589893225,Julieunavirus,Julieunavirus julie1,0.0026,Same Species,Unclassified,Caudoviricetes
Query_67,ICTVTaxoChallenge_78334,1841993485,1841993485,Kayvirus,Kayvirus G1,0.0007,Same Species,Herelleviridae,Caudoviricetes
Query_69,ICTVTaxoChallenge_783443,764161111,764161111,Pbunavirus,Pbunavirus Ab28,0.0072,Same Species,Unclassified,Caudoviricetes
Query_70,ICTVTaxoChallenge_783834,428782997,428782997,Kayvirus,Kayvirus JD7,0.0068,Same Species,Herelleviridae,Caudoviricetes
Query_71,ICTVTaxoChallenge_78386,764162247,764162247,Gofduovirus,Gofduovirus GF2,0.006,Same Species,Unclassified,Caudoviricetes
Query_72,ICTVTaxoChallenge_784295,643654590,643654590,Nevevirus,Nevevirus P118,0.0165,Same Species,Unclassified,Caudoviricetes
Query_73,ICTVTaxoChallenge_784422,1841996956,1841996956,Drulisvirus,Drulisvirus BO1E,0.0258,Same Species,Autographiviridae,Caudoviricetes
Query_74,ICTVTaxoChallenge_785089,2046351529,2046351529,Tequatrovirus,Tequatrovirus teqhad,0.0043,Same Species,Straboviridae,Caudoviricetes
Query_75,ICTVTaxoChallenge_785367,372217768,372217768,Cheungvirus,Cheungvirus NATL1A7,0.0003,Same Species,Autographiviridae,Caudoviricetes
Query_76,ICTVTaxoChallenge_785716,2047449391,2047449391,Brujitavirus,Brujitavirus xula,0.0204,Same Species,Unclassified,Caudoviricetes
Query_77,ICTVTaxoChallenge_786684,526244816,526244816,Vedamuthuvirus,Vedamuthuvirus BM13,0.0054,Same Species,Unclassified,Caudoviricetes
Query_78,ICTVTaxoChallenge_786753,1070620931,1070620931,Emalynvirus,Emalynvirus emalyn,0.0029,Same Species,Unclassified,Caudoviricetes
Query_79,ICTVTaxoChallenge_786853,472437258,472437258,Pecentumvirus,Pecentumvirus AG20,0.0047,Same Species,Herelleviridae,Caudoviricetes
Query_80,ICTVTaxoChallenge_787765,66395965,66395965,Phietavirus,Phietavirus ROSA,0.023,Same Species,Unclassified,Caudoviricetes
Query_81,ICTVTaxoChallenge_787924,966198157,966198157,Phleivirus,Phleivirus Phlei,0.0082,Same Species,Unclassified,Caudoviricetes
Query_82,ICTVTaxoChallenge_788009,906475759,906475759,Pahexavirus,Pahexavirus wizzo,0.0129,Same Species,Unclassified,Caudoviricetes
Query_83,ICTVTaxoChallenge_788111,192824177,192824177,Pukovnikvirus,Pukovnikvirus pukovnik,0.0005,Same Species,Unclassified,Caudoviricetes
Query_84,ICTVTaxoChallenge_788232,1631931135,1631931135,Noxifervirus,Noxifervirus noxifer,0.007,Same Species,Unclassified,Caudoviricetes
Query_86,ICTVTaxoChallenge_788378,971754983,971754983,Benedictvirus,Benedictvirus swirley,0.0005,Same Species,Unclassified,Caudoviricetes
Query_87,ICTVTaxoChallenge_788425,126010934,126010934,Bcepfunavirus,Bcepfunavirus bcepF1,0.0064,Same Species,Unclassified,Caudoviricetes
Query_88,ICTVTaxoChallenge_788466,2027880586,2027880586,Korravirus,Korravirus urla,0.0058,Same Species,Unclassified,Caudoviricetes
Query_89,ICTVTaxoChallenge_788801,330858525,330858525,Tequatrovirus,Tequatrovirus shfl2,0.008,Same Species,Straboviridae,Caudoviricetes
Query_90,ICTVTaxoChallenge_790462,1842000236,1842000236,Austintatiousvirus,Austintatiousvirus papayasalad,0.005,Same Species,Unclassified,Caudoviricetes
Query_91,ICTVTaxoChallenge_791082,1938307104,1938307104,Amginevirus,Amginevirus amohnition,0.0095,Same Species,Unclassified,Caudoviricetes
Query_92,ICTVTaxoChallenge_79143,1049011756,1049011756,Smoothievirus,Smoothievirus smoothie,0.0094,Same Species,Unclassified,Caudoviricetes
Query_94,ICTVTaxoChallenge_792137,1880358864,1880358864,Traversvirus,Traversvirus P27,0.0128,Same Species,Unclassified,Caudoviricetes
Query_95,ICTVTaxoChallenge_792680,1864378117,1864378117,Peduovirus,Peduovirus R18C,0.0119,Same Species,Peduoviridae,Caudoviricetes
Query_1,ICTVTaxoChallenge_959323,41179361,41179361,Rauchvirus,Rauchvirus BPP1,0.0092,Same Species,Unclassified,Caudoviricetes
Query_2,ICTVTaxoChallenge_959384,847897049,847897049,Epseptimavirus,Epseptimavirus stitch,0.0066,Same Species,Demerecviridae,Caudoviricetes
Query_3,ICTVTaxoChallenge_959406,1877792784,1877792784,Teubervirus,Teubervirus AM6,0.0039,Same Species,Unclassified,Caudoviricetes
Query_4,ICTVTaxoChallenge_959709,1859670738,1859670738,Epseptimavirus,Epseptimavirus atrejo,0.0079,Same Species,Demerecviridae,Caudoviricetes
Query_5,ICTVTaxoChallenge_959881,1880358466,1880358466,Traversvirus,Traversvirus AU6Stx1,0.0257,Same Species,Unclassified,Caudoviricetes
Query_6,ICTVTaxoChallenge_959923,2047452422,2047452422,Oliverocinquevirus,Oliverocinquevirus OLIVR5,0.0022,Same Species,Unclassified,Caudoviricetes
Query_7,ICTVTaxoChallenge_960353,1102620447,1102620447,Felixounavirus,Felixounavirus BPS15Q2,0.0023,Same Species,Unclassified,Caudoviricetes
Query_8,ICTVTaxoChallenge_960482,2047441147,2047441147,Jiaodavirus,Jiaodavirus mineola,0.011,Same Species,Straboviridae,Caudoviricetes
Query_9,ICTVTaxoChallenge_960906,1938362207,1938362207,Cheoctovirus,Cheoctovirus emma,0.025,Same Species,Unclassified,Caudoviricetes
Query_10,ICTVTaxoChallenge_960932,1631920391,1631920391,Gamaleyavirus,Gamaleyavirus EC1UPM,0.0059,Same Species,Schitoviridae,Caudoviricetes
Query_11,ICTVTaxoChallenge_96099,2046351259,2046351259,Tequatrovirus,Tequatrovirus teqdroes,0.0179,Same Species,Straboviridae,Caudoviricetes
Query_12,ICTVTaxoChallenge_961066,1631926569,1631926569,Pipefishvirus,Pipefishvirus athena,0.0019,Same Species,Unclassified,Caudoviricetes
Query_13,ICTVTaxoChallenge_961305,1070097935,1070097935,Drulisvirus,Drulisvirus KpV475,0.0249,Same Species,Autographiviridae,Caudoviricetes
Query_14,ICTVTaxoChallenge_96133,1841991721,1841991721,Nereusvirus,Nereusvirus tusconc4,0.0075,Same Species,Kyanoviridae,Caudoviricetes
Query_15,ICTVTaxoChallenge_961366,1842001203,1842001203,Vectrevirus,Vectrevirus cee,0.0011,Same Species,Autographiviridae,Caudoviricetes
Query_16,ICTVTaxoChallenge_961414,643654857,643654857,Nevevirus,Nevevirus P162,0.0134,Same Species,Unclassified,Caudoviricetes
Query_19,ICTVTaxoChallenge_962033,1859649910,1859649910,Campanilevirus,Campanilevirus YC,0.011,Same Species,Ackermannviridae,Caudoviricetes
Query_20,ICTVTaxoChallenge_962117,1882288424,1882288424,Harambevirus,Harambevirus harambe,0,Same Species,Salasmaviridae,Caudoviricetes
Query_21,ICTVTaxoChallenge_962179,1842014662,1842014662,Squashvirus,Squashvirus squash,0.0049,Same Species,Unclassified,Caudoviricetes
Query_22,ICTVTaxoChallenge_962194,1859656752,1859656752,Parlovirus,Parlovirus parlo,0.0091,Same Species,Unclassified,Caudoviricetes
Query_23,ICTVTaxoChallenge_962209,1070639961,1070639961,Baxtervirus,Baxtervirus yeezy,0.0027,Same Species,Unclassified,Caudoviricetes
Query_24,ICTVTaxoChallenge_962265,1859642363,1859642363,Biseptimavirus,Biseptimavirus P1105,0.0205,Same Species,Unclassified,Caudoviricetes
Query_25,ICTVTaxoChallenge_962337,1938374951,1938374951,Fishburnevirus,Fishburnevirus jung,0.0072,Same Species,Unclassified,Caudoviricetes
Query_26,ICTVTaxoChallenge_962814,2047448533,2047448533,Vividuovirus,Vividuovirus mckinley,0.0092,Same Species,Unclassified,Caudoviricetes
Query_27,ICTVTaxoChallenge_963030,2047460386,2047460386,Triduovirus,Triduovirus Tr2,0.0207,Same Species,Schitoviridae,Caudoviricetes
Query_28,ICTVTaxoChallenge_963143,2033718297,2033718297,Bixzunavirus,Bixzunavirus mangeria,0.0092,Same Species,Unclassified,Caudoviricetes
Query_29,ICTVTaxoChallenge_963296,1842034436,1842034436,Przondovirus,Przondovirus pharr,0,Same Species,Autographiviridae,Caudoviricetes
Query_31,ICTVTaxoChallenge_963689,1631930288,1631930288,Cheoctovirus,Mycobacterium virus Shilan,0.0183,Same Species,Unclassified,Caudoviricetes
Query_32,ICTVTaxoChallenge_963759,1631945234,1631945234,Vicosavirus,Vicosavirus NV1,0,Same Species,Unclassified,Caudoviricetes
Query_33,ICTVTaxoChallenge_96382,1842014397,1842014397,Appavirus,Appavirus appa,0.0018,Same Species,Unclassified,Caudoviricetes
Query_35,ICTVTaxoChallenge_964294,643654978,643654978,Nevevirus,Nevevirus P078,0.0188,Same Species,Unclassified,Caudoviricetes
Query_36,ICTVTaxoChallenge_964405,589893512,589893512,Jolieduovirus,Jolieduovirus jolie2,0.003,Same Species,Unclassified,Caudoviricetes
Query_37,ICTVTaxoChallenge_964798,1070096648,1070096648,Ceduovirus,Ceduovirus D4412,0,Same Species,Unclassified,Caudoviricetes
Query_38,ICTVTaxoChallenge_96494,431809518,431809518,Pakpunavirus,Pakpunavirus PaP1,0.008,Same Species,Unclassified,Caudoviricetes
Query_39,ICTVTaxoChallenge_964958,325171199,325171199,Icepovirus,Icepovirus bengalense,0.0084,Same Species,Zobellviridae,Caudoviricetes
Query_40,ICTVTaxoChallenge_965163,1938306220,1938306220,Kratiovirus,Kratiovirus thyatira,0.0089,Same Species,Unclassified,Caudoviricetes
Query_41,ICTVTaxoChallenge_965351,2047455934,2047455934,Culoivirus,Culoivirus americanus,0.0138,Same Species,Suoliviridae,Caudoviricetes
Query_42,ICTVTaxoChallenge_965531,1842011945,1842011945,Helsettvirus,Helsettvirus fPS59,0,Same Species,Autographiviridae,Caudoviricetes
Query_43,ICTVTaxoChallenge_965592,1859650171,1859650171,Peeveelvirus,Peeveelvirus SA780ruMSSAST101,0.0199,Same Species,Unclassified,Caudoviricetes
Query_44,ICTVTaxoChallenge_965611,31072008,31072008,Fischettivirus,Fischettivirus C1,0,Same Species,Rountreeviridae,Caudoviricetes
Query_45,ICTVTaxoChallenge_965644,2231638851,2231638851,Delmidovirus,Delmidovirus copri,0.007,Same Species,Intestiviridae,Caudoviricetes
Query_46,ICTVTaxoChallenge_966279,1842008184,1842008184,Vectrevirus,Vectrevirus mutPK1A2,0,Same Species,Autographiviridae,Caudoviricetes
Query_47,ICTVTaxoChallenge_966290,764160082,764160082,Gaiavirus,Gaiavirus gaia,0.0082,Same Species,Unclassified,Caudoviricetes
Query_48,ICTVTaxoChallenge_966483,1842016139,1842016139,Quhwahvirus,Quhwahvirus ouhwah,0.0217,Same Species,Unclassified,Caudoviricetes
Query_49,ICTVTaxoChallenge_966484,593779056,593779056,Cheoctovirus,Mycobacterium virus DeadP,0.025,Same Species,Unclassified,Caudoviricetes
Query_50,ICTVTaxoChallenge_966805,1631936587,1631936587,Coopervirus,Coopervirus chrisnmich,0.0054,Same Species,Unclassified,Caudoviricetes
Query_52,ICTVTaxoChallenge_967274,939482395,939482395,Detrevirus,Detrevirus D3,0.0047,Same Species,Unclassified,Caudoviricetes
Query_53,ICTVTaxoChallenge_967360,2046344462,2046344462,Tequatrovirus,Tequatrovirus T6,0.0119,Same Species,Straboviridae,Caudoviricetes
Query_54,ICTVTaxoChallenge_967545,1859653591,1859653591,Miltonvirus,Miltonvirus 3M,0.0072,Same Species,Ackermannviridae,Caudoviricetes
Query_55,ICTVTaxoChallenge_967768,422937620,422937620,Vipunavirus,Vipunavirus pVp1,0.0093,Same Species,Demerecviridae,Caudoviricetes
Query_57,ICTVTaxoChallenge_968176,32128412,32128412,Xipdecavirus,Xipdecavirus Xp10,0.0042,Same Species,Unclassified,Caudoviricetes
Query_60,ICTVTaxoChallenge_96885,764162061,764162061,Lidleunavirus,Lidleunavirus Ldl1,0.0081,Same Species,Unclassified,Caudoviricetes
Query_64,ICTVTaxoChallenge_970100,1864383492,1864383492,Kuttervirus,Kuttervirus allotria,0.0001,Same Species,Ackermannviridae,Caudoviricetes
